g,h,Value
block63,block39,6048
block63,block4,4659
block63,block40,6675
block63,block41,8460
block63,block42,9563
block63,block43,8871
block63,block44,8614
block63,block45,9961
block63,block46,9285
block63,block47,9229
block63,block48,9039
block63,block49,7536
block63,block5,3867
block63,block50,7312
block63,block51,7095
block63,block52,7997
block63,block53,8074
block63,block54,8477
block63,block55,9816
block63,block56,8971
block63,block57,9407
block63,block58,11467
block63,block59,11097
block63,block6,4941
block63,block60,3010
block63,block61,3381
block63,block62,645
block63,block63,0
block63,block64,3944
block63,block65,4985
block63,block66,4617
block63,block67,3075
block63,block68,4269
block63,block69,4090
block63,block7,4186
block63,block70,4984
block63,block71,4427
block63,block72,4913
block63,block73,5496
block63,block74,5468
block63,block75,4574
block63,block76,5235
block63,block77,4492
block63,block78,5193
block63,block79,5547
block63,block8,6217
block63,block80,6370
block63,block81,5699
block63,block82,5608
block63,block83,5594
block63,block84,5973
block63,block85,5152
block63,block86,5944
block63,block87,6565
block63,block88,6835
block63,block89,7994
block63,block9,5679
block63,block90,7461
block63,block91,8317
block63,block92,7278
block63,block93,7835
block63,block94,6424
block63,block95,6831
block63,block96,8045
block63,block97,9404
block63,block98,8755
block63,block99,8541
block63,C1,3008
block63,C10,9738
block63,C11,10103
block63,C12,6524
block63,C13,11458
block63,C14,5724
block63,C15,6698
block63,C16,8529
block63,C17,9661
block63,C18,11042
block63,C19,5658
block63,C2,7493
block63,C20,5419
block63,C21,7232
block63,C22,6493
block63,C23,12284
block63,C24,7614
block63,C25,5703
block63,C26,8662
block63,C27,8862
block63,C28,6356
block63,C29,4163
block63,C3,4560
block63,C30,4287
block63,C31,4983
block63,C32,583
block63,C33,7946
block63,C34,4570
block63,C35,6392
block63,C36,8891
block63,C37,11594
block63,C38,7847
block63,C39,9936
block63,C4,7018
block63,C40,7298
block63,C41,9255
block63,C42,6874
block63,C43,9938
block63,C44,3867
block63,C45,4918
block63,C46,9587
block63,C47,9403
block63,C48,9185
block63,C49,5612
block63,C5,9110
block63,C50,8188
block63,C51,9126
block63,C52,6723
block63,C53,9422
block63,C54,11932
block63,C6,12156
block63,C7,9149
block63,C8,7578
block63,C9,5278
block64,block1,8852
block64,block10,7474
block64,block100,8552
block64,block101,7474
block64,block102,8804
block64,block103,9653
block64,block104,9243
block64,block105,10799
block64,block106,9878
block64,block107,12527
block64,block108,10713
block64,block109,10411
block64,block11,7057
block64,block110,12541
block64,block111,11868
block64,block112,12745
block64,block113,12097
block64,block114,12073
block64,block115,11667
block64,block116,10774
block64,block117,10925
block64,block118,9637
block64,block119,11375
block64,block12,6934
block64,block120,9367
block64,block121,10006
block64,block122,10686
block64,block123,11540
block64,block124,11550
block64,block125,12442
block64,block126,8067
block64,block127,9705
block64,block128,12680
block64,block129,12342
block64,block13,6099
block64,block130,12669
block64,block131,12401
block64,block132,12598
block64,block133,13337
block64,block134,6980
block64,block135,4905
block64,block14,8612
block64,block15,8328
block64,block16,7585
block64,block17,7086
block64,block18,6803
block64,block19,5756
block64,block2,8182
block64,block20,5342
block64,block21,7492
block64,block22,6879
block64,block23,7092
block64,block24,8044
block64,block25,7906
block64,block26,5995
block64,block27,5449
block64,block28,8889
block64,block29,8524
block64,block3,7869
block64,block30,7829
block64,block31,9426
block64,block32,8134
block64,block33,6880
block64,block34,7207
block64,block35,7451
block64,block36,7569
block64,block37,6149
block64,block38,6601
block64,block39,6799
block64,block4,7080
block64,block40,7087
block64,block41,8872
block64,block42,9821
block64,block43,9283
block64,block44,9026
block64,block45,10373
block64,block46,9697
block64,block47,9641
block64,block48,9451
block64,block49,7947
block64,block5,6288
block64,block50,7724
block64,block51,7507
block64,block52,8409
block64,block53,8840
block64,block54,9243
block64,block55,10228
block64,block56,10103
block64,block57,10173
block64,block58,12233
block64,block59,11863
block64,block6,7362
block64,block60,5431
block64,block61,5802
block64,block62,3748
block64,block63,3944
block64,block64,0
block64,block65,1471
block64,block66,1103
block64,block67,4598
block64,block68,5035
block64,block69,4056
block64,block7,6607
block64,block70,4949
block64,block71,4393
block64,block72,4879
block64,block73,5461
block64,block74,4380
block64,block75,3575
block64,block76,4147
block64,block77,2925
block64,block78,3369
block64,block79,3980
block64,block8,8376
block64,block80,7136
block64,block81,5665
block64,block82,5574
block64,block83,5559
block64,block84,4885
block64,block85,3989
block64,block86,5327
block64,block87,4970
block64,block88,6395
block64,block89,8760
block64,block9,7838
block64,block90,8227
block64,block91,9083
block64,block92,8044
block64,block93,8601
block64,block94,6380
block64,block95,5743
block64,block96,6957
block64,block97,8316
block64,block98,7667
block64,block99,9308
block64,C1,5167
block64,C10,10504
block64,C11,10869
block64,C12,8945
block64,C13,12224
block64,C14,6135
block64,C15,7110
block64,C16,9295
block64,C17,10427
block64,C18,9954
block64,C19,6429
block64,C2,8260
block64,C20,7840
block64,C21,7951
block64,C22,7256
block64,C23,13050
block64,C24,6526
block64,C25,4514
block64,C26,7574
block64,C27,9274
block64,C28,5268
block64,C29,6584
block64,C3,6719
block64,C30,4253
block64,C31,5733
block64,C32,3361
block64,C33,8654
block64,C34,6991
block64,C35,8813
block64,C36,9303
block64,C37,12360
block64,C38,8613
block64,C39,8848
block64,C4,7784
block64,C40,8065
block64,C41,9967
block64,C42,7640
block64,C43,10722
block64,C44,6025
block64,C45,1404
block64,C46,10353
block64,C47,10169
block64,C48,8042
block64,C49,4045
block64,C5,10242
block64,C50,7100
block64,C51,10258
block64,C52,7489
block64,C53,10189
block64,C54,10845
block64,C6,12922
block64,C7,9915
block64,C8,8344
block64,C9,7699
block65,block1,8488
block65,block10,6797
block65,block100,7521
block65,block101,6443
block65,block102,7773
block65,block103,8622
block65,block104,8212
block65,block105,9768
block65,block106,8846
block65,block107,10757
block65,block108,9682
block65,block109,9379
block65,block11,6380
block65,block110,11864
block65,block111,11191
block65,block112,12068
block65,block113,11420
block65,block114,12302
block65,block115,11896
block65,block116,11004
block65,block117,10248
block65,block118,8960
block65,block119,11605
block65,block12,5840
block65,block120,8690
block65,block121,9329
block65,block122,10009
block65,block123,10863
block65,block124,10873
block65,block125,11765
block65,block126,7390
block65,block127,9028
block65,block128,12003
block65,block129,11665
block65,block13,5422
block65,block130,11992
block65,block131,11724
block65,block132,11921
block65,block133,12660
block65,block134,6303
block65,block135,4228
block65,block14,7936
block65,block15,7651
block65,block16,6908
block65,block17,6409
block65,block18,6126
block65,block19,5079
block65,block2,8941
block65,block20,4665
block65,block21,6815
block65,block22,6202
block65,block23,6415
block65,block24,7367
block65,block25,7229
block65,block26,5318
block65,block27,4772
block65,block28,8212
block65,block29,7847
block65,block3,8628
block65,block30,7153
block65,block31,8749
block65,block32,7457
block65,block33,6203
block65,block34,6530
block65,block35,6774
block65,block36,6892
block65,block37,5472
block65,block38,5924
block65,block39,6122
block65,block4,7197
block65,block40,6410
block65,block41,8195
block65,block42,9144
block65,block43,8606
block65,block44,8349
block65,block45,9696
block65,block46,9020
block65,block47,8964
block65,block48,8774
block65,block49,7270
block65,block5,6504
block65,block50,7047
block65,block51,6830
block65,block52,7732
block65,block53,8163
block65,block54,8566
block65,block55,9551
block65,block56,9426
block65,block57,9496
block65,block58,11556
block65,block59,11186
block65,block6,6843
block65,block60,6190
block65,block61,4207
block65,block62,4789
block65,block63,4514
block65,block64,1471
block65,block65,0
block65,block66,1017
block65,block67,3921
block65,block68,4358
block65,block69,3000
block65,block7,6180
block65,block70,3791
block65,block71,3337
block65,block72,3823
block65,block73,4405
block65,block74,3348
block65,block75,2544
block65,block76,3115
block65,block77,1893
block65,block78,2338
block65,block79,2949
block65,block8,7699
block65,block80,6099
block65,block81,4672
block65,block82,4518
block65,block83,4354
block65,block84,3853
block65,block85,2958
block65,block86,4296
block65,block87,3938
block65,block88,5363
block65,block89,8083
block65,block9,7161
block65,block90,7550
block65,block91,8406
block65,block92,7367
block65,block93,7924
block65,block94,5348
block65,block95,4711
block65,block96,5926
block65,block97,7285
block65,block98,6636
block65,block99,7624
block65,C1,4490
block65,C10,9827
block65,C11,10192
block65,C12,8396
block65,C13,11547
block65,C14,5458
block65,C15,6433
block65,C16,8618
block65,C17,10656
block65,C18,8923
block65,C19,5752
block65,C2,7583
block65,C20,7126
block65,C21,7274
block65,C22,6579
block65,C23,12373
block65,C24,5494
block65,C25,3483
block65,C26,6543
block65,C27,8597
block65,C28,4237
block65,C29,7058
block65,C3,6042
block65,C30,3197
block65,C31,5056
block65,C32,4402
block65,C33,7977
block65,C34,6403
block65,C35,8527
block65,C36,8626
block65,C37,11683
block65,C38,6760
block65,C39,7817
block65,C4,7107
block65,C40,6403
block65,C41,9290
block65,C42,6963
block65,C43,10045
block65,C44,5348
block65,C45,727
block65,C46,9676
block65,C47,9492
block65,C48,7011
block65,C49,3014
block65,C5,9565
block65,C50,6069
block65,C51,9581
block65,C52,6812
block65,C53,9512
block65,C54,9813
block65,C6,12245
block65,C7,9238
block65,C8,6606
block65,C9,8458
block66,block1,8858
block66,block10,7167
block66,block100,7449
block66,block101,6371
block66,block102,7701
block66,block103,8550
block66,block104,8140
block66,block105,9696
block66,block106,8775
block66,block107,10685
block66,block108,9610
block66,block109,9308
block66,block11,6751
block66,block110,12234
block66,block111,11561
block66,block112,14858
block66,block113,11791
block66,block114,12231
block66,block115,11824
block66,block116,10932
block66,block117,10618
block66,block118,9330
block66,block119,11533
block66,block12,6211
block66,block120,8699
block66,block121,9363
block66,block122,10379
block66,block123,11233
block66,block124,11244
block66,block125,12136
block66,block126,7760
block66,block127,9398
block66,block128,12374
block66,block129,12036
block66,block13,5793
block66,block130,12363
block66,block131,12094
block66,block132,12291
block66,block133,13030
block66,block134,6674
block66,block135,4598
block66,block14,8306
block66,block15,8022
block66,block16,7279
block66,block17,6780
block66,block18,6497
block66,block19,5449
block66,block2,8855
block66,block20,5036
block66,block21,7185
block66,block22,6573
block66,block23,6785
block66,block24,7737
block66,block25,7600
block66,block26,5688
block66,block27,5142
block66,block28,8582
block66,block29,8218
block66,block3,8542
block66,block30,7523
block66,block31,9119
block66,block32,7827
block66,block33,6574
block66,block34,6901
block66,block35,7145
block66,block36,7263
block66,block37,5842
block66,block38,6294
block66,block39,6493
block66,block4,7752
block66,block40,6780
block66,block41,8565
block66,block42,9515
block66,block43,8977
block66,block44,8720
block66,block45,10067
block66,block46,9390
block66,block47,9335
block66,block48,9145
block66,block49,7641
block66,block5,6960
block66,block50,7418
block66,block51,7200
block66,block52,8103
